onset	duration	trial_type
0.0	11.95	Baseline
11.95	12.01	Noise
23.96	12.04	Baseline
36.01	11.51	Q1_p
36.01	11.51	Q1_db
47.97	11.51	Q1_p
47.97	11.51	Q1_db
59.97	11.51	Q1_p
59.97	11.51	Q1_db
71.98	11.98	Baseline
83.96	12.0	Noise
95.96	12.15	Baseline
108.11	11.5	Q1_p
108.11	11.5	Q3_db
119.99	11.51	Q4_p
119.99	11.51	Q3_db
131.99	11.51	Q4_p
131.99	11.51	Q3_db
143.98	11.98	Baseline
155.96	12.01	Noise
167.97	12.04	Baseline
180.01	11.5	Q4_p
180.01	11.5	Q4_db
191.99	11.51	Q1_p
191.99	11.51	Q4_db
204.0	11.5	Q4_p
204.0	11.5	Q4_db
215.98	11.98	Baseline
227.96	11.98	Noise
239.95	12.03	Baseline
251.98	11.51	Q1_p
251.98	11.51	Q2_db
263.98	11.51	Q2_p
263.98	11.51	Q2_db
275.96	11.5	Q2_p
275.96	11.5	Q2_db
288.01	11.99	Baseline
300.0	12.0	Noise
312.0	12.03	Baseline
324.03	11.51	Q1_p
324.03	11.51	Q4_db
336.03	11.51	Q4_p
336.03	11.51	Q4_db
348.03	11.5	Q4_p
348.03	11.5	Q4_db
360.03	11.97	Baseline
372.0	12.0	Noise
384.0	12.03	Baseline
396.04	11.51	Q1_p
396.04	11.51	Q1_db
408.02	11.51	Q1_p
408.02	11.51	Q1_db
420.02	11.51	Q1_p
420.02	11.51	Q1_db
432.04	11.97	Baseline
444.0	12.01	Noise
456.01	12.04	Baseline
468.06	11.51	Q2_p
468.06	11.51	Q2_db
480.04	11.51	Q1_p
480.04	11.51	Q2_db
492.04	11.5	Q2_p
492.04	11.5	Q2_db
504.04	11.97	Baseline
516.01	12.0	Noise
528.01	12.05	Baseline
540.06	11.5	Q1_p
540.06	11.5	Q3_db
552.04	11.5	Q2_p
552.04	11.5	Q3_db
564.04	11.5	Q1_p
564.04	11.5	Q3_db
