onset	duration	trial_type
0.0	11.96	Baseline
11.96	12.0	Noise
23.96	12.07	Baseline
36.03	11.51	Q3_p
36.03	11.51	Q3_db
47.98	11.51	Q4_p
47.98	11.51	Q3_db
59.98	11.51	Q4_p
59.98	11.51	Q3_db
71.96	11.98	Baseline
83.94	12.0	Noise
95.95	12.05	Baseline
107.99	11.5	Q4_p
107.99	11.5	Q4_db
119.99	11.5	Q4_p
119.99	11.5	Q4_db
132.0	11.51	Q1_p
132.0	11.51	Q4_db
143.98	11.97	Baseline
155.95	12.0	Noise
167.95	12.06	Baseline
180.01	11.51	Q4_p
180.01	11.51	Q1_db
192.0	11.51	Q1_p
192.0	11.51	Q1_db
203.98	11.5	Q1_p
203.98	11.5	Q1_db
215.99	11.96	Baseline
227.95	12.01	Noise
239.96	12.06	Baseline
252.02	11.51	Q3_p
252.02	11.51	Q2_db
264.0	11.51	Q1_p
264.0	11.51	Q2_db
276.0	11.5	Q3_p
276.0	11.5	Q2_db
288.02	12.0	Baseline
300.02	12.0	Noise
312.02	12.06	Baseline
324.09	11.51	Q3_p
324.09	11.51	Q3_db
336.05	11.51	Q4_p
336.05	11.51	Q3_db
348.07	11.52	Q4_p
348.07	11.52	Q3_db
360.07	11.95	Baseline
372.02	12.01	Noise
384.03	12.06	Baseline
396.09	11.51	Q1_p
396.09	11.51	Q4_db
408.05	11.51	Q4_p
408.05	11.51	Q4_db
420.07	11.51	Q3_p
420.07	11.51	Q4_db
432.07	11.95	Baseline
444.02	12.0	Noise
456.03	12.06	Baseline
468.09	11.51	Q4_p
468.09	11.51	Q1_db
480.06	11.51	Q1_p
480.06	11.51	Q1_db
492.06	11.51	Q1_p
492.06	11.51	Q1_db
504.06	11.95	Baseline
516.01	12.01	Noise
528.02	12.06	Baseline
540.08	11.51	Q1_p
540.08	11.51	Q2_db
552.06	11.52	Q2_p
552.06	11.52	Q2_db
564.06	11.51	Q3_p
564.06	11.51	Q2_db
