onset	duration	trial_type
0.0	11.95	Baseline
11.95	12.01	Noise
23.96	12.04	Baseline
36.0	11.5	Q4_p
36.0	11.5	Q4_db
47.99	11.5	Q4_p
47.99	11.5	Q4_db
59.99	11.5	Q2_p
59.99	11.5	Q4_db
71.98	11.98	Baseline
83.96	12.01	Noise
95.96	12.04	Baseline
108.01	11.52	Q2_p
108.01	11.52	Q1_db
119.99	11.51	Q1_p
119.99	11.51	Q1_db
131.98	11.51	Q2_p
131.98	11.51	Q1_db
143.98	11.98	Baseline
155.96	11.99	Noise
167.95	12.05	Baseline
179.99	11.51	Q2_p
179.99	11.51	Q2_db
191.99	11.51	Q2_p
191.99	11.51	Q2_db
203.99	11.51	Q2_p
203.99	11.51	Q2_db
215.97	11.98	Baseline
227.95	12.0	Noise
239.95	12.13	Baseline
252.08	11.52	Q3_p
252.08	11.52	Q3_db
263.98	11.5	Q3_p
263.98	11.5	Q3_db
275.98	11.5	Q3_p
275.98	11.5	Q3_db
288.0	11.99	Baseline
300.0	12.01	Noise
312.0	12.05	Baseline
324.05	11.5	Q4_p
324.05	11.5	Q4_db
336.03	11.52	Q3_p
336.03	11.52	Q4_db
348.03	11.51	Q4_p
348.03	11.51	Q4_db
360.03	11.97	Baseline
372.0	12.0	Noise
384.0	12.03	Baseline
396.03	11.52	Q2_p
396.03	11.52	Q2_db
408.05	11.5	Q2_p
408.05	11.5	Q2_db
420.02	11.5	Q2_p
420.02	11.5	Q2_db
432.03	11.97	Baseline
444.0	11.99	Noise
455.99	12.03	Baseline
468.02	11.51	Q1_p
468.02	11.51	Q1_db
480.01	11.51	Q1_p
480.01	11.51	Q1_db
492.01	11.5	Q1_p
492.01	11.5	Q1_db
504.03	11.97	Baseline
515.99	12.01	Noise
528.0	12.04	Baseline
540.04	11.5	Q1_p
540.04	11.5	Q3_db
552.03	11.51	Q3_p
552.03	11.51	Q3_db
564.03	11.51	Q1_p
564.03	11.51	Q3_db
