onset	duration	trial_type
0.0	11.95	Baseline
11.95	12.0	Noise
23.95	12.05	Baseline
36.0	11.51	Q1_p
36.0	11.51	Q2_db
47.98	11.51	Q1_p
47.98	11.51	Q2_db
59.98	11.51	Q1_p
59.98	11.51	Q2_db
71.97	11.98	Baseline
83.95	12.0	Noise
95.95	12.05	Baseline
108.0	11.5	Q4_p
108.0	11.5	Q3_db
119.98	11.51	Q1_p
119.98	11.51	Q3_db
131.97	11.5	Q4_p
131.97	11.5	Q3_db
143.97	11.98	Baseline
155.95	12.01	Noise
167.96	12.04	Baseline
180.0	11.5	Q1_p
180.0	11.5	Q1_db
191.97	11.51	Q1_p
191.97	11.51	Q1_db
203.97	11.5	Q1_p
203.97	11.5	Q1_db
215.97	11.98	Baseline
227.95	12.01	Noise
239.96	12.05	Baseline
252.01	11.5	Q1_p
252.01	11.5	Q4_db
263.99	11.54	Q1_p
263.99	11.54	Q4_db
275.97	11.51	Q1_p
275.97	11.51	Q4_db
288.01	11.99	Baseline
300.01	12.0	Noise
312.01	12.03	Baseline
324.04	11.51	Q4_p
324.04	11.51	Q4_db
336.04	11.51	Q4_p
336.04	11.51	Q4_db
348.04	11.51	Q4_p
348.04	11.51	Q4_db
360.04	11.97	Baseline
372.01	12.01	Noise
384.02	12.02	Baseline
396.04	11.51	Q1_p
396.04	11.51	Q1_db
408.03	11.5	Q1_p
408.03	11.5	Q1_db
420.03	11.5	Q1_p
420.03	11.5	Q1_db
432.04	11.97	Baseline
444.01	12.01	Noise
456.02	12.04	Baseline
468.06	11.5	Q2_p
468.06	11.5	Q3_db
480.05	11.5	Q4_p
480.05	11.5	Q3_db
492.05	11.5	Q1_p
492.05	11.5	Q3_db
504.05	11.95	Baseline
516.0	12.0	Noise
528.0	12.03	Baseline
540.03	11.51	Q1_p
540.03	11.51	Q2_db
552.03	11.51	Q1_p
552.03	11.51	Q2_db
564.04	11.51	Q1_p
564.04	11.51	Q2_db
