MusicsSelect,n,order
MusicListQ1.csv,1.0,3.0
MusicListQ2.csv,1.0,0.0
MusicListQ3.csv,1.0,2.0
MusicListQ4.csv,1.0,1.0

extraInfo
participant,12
session,3
trigger,True
date,2023-03-22_17h52.38.405
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.961420821696684
﻿MusicsSelect,n,order
MusicListQ1.csv,1.0,3.0
MusicListQ2.csv,1.0,0.0
MusicListQ3.csv,1.0,2.0
MusicListQ4.csv,1.0,1.0

extraInfo
participant,12
session,3
trigger,True
date,2023-03-22_17h52.38.405
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.961420821696684
