,valence,arousal
0,0.2759259259259259,-0.33055555555555555
1,0.16111111111111112,0.18518518518518517
2,0.1425925925925926,0.16203703703703703
3,0.03796296296296296,-0.3314814814814815
4,-0.29074074074074074,-0.3351851851851852
5,0.287962962962963,0.32407407407407407
6,0.1527777777777778,-0.17037037037037037
7,0.016666666666666666,-0.2490740740740741
8,0.025,-0.33055555555555555
9,-0.02962962962962963,-0.33240740740740743
10,0.2824074074074074,0.31851851851851853
11,0.2824074074074074,0.31851851851851853
12,0.2740740740740741,-0.33240740740740743
13,0.23425925925925925,0.27685185185185185
14,0.15648148148148147,-0.17314814814814813
15,0.09259259259259259,-0.1111111111111111
16,0.03518518518518519,0.29814814814814816
17,0.013888888888888888,0.17037037037037037
18,0.2833333333333333,-0.040740740740740744
19,0.018518518518518517,-0.30462962962962964
20,-0.03148148148148148,0.33055555555555555
21,0.012037037037037037,0.18518518518518517
22,0.025925925925925925,0.31851851851851853
23,0.30833333333333335,0.13796296296296295
24,-0.05092592592592592,-0.07685185185185185
25,-0.10092592592592593,-0.33796296296296297
26,0.20277777777777778,0.1712962962962963
27,0.28703703703703703,-0.1962962962962963
28,0.18888888888888888,0.21851851851851853
29,0.008333333333333333,0.2759259259259259
30,0.28703703703703703,-0.3388888888888889
31,-0.14814814814814814,-0.35
32,-0.14907407407407408,0.1648148148148148
33,0.020370370370370372,0.1925925925925926
34,0.3074074074074074,-0.0824074074074074
35,0.30833333333333335,0.06759259259259259
36,-0.17037037037037037,-0.3490740740740741
37,0.15555555555555556,0.3453703703703704
38,0.08148148148148149,0.10277777777777777
39,0.06018518518518518,-0.06111111111111111
40,0.03888888888888889,0.07222222222222222
41,0.2777777777777778,-0.32407407407407407
42,0.15555555555555556,-0.3435185185185185
43,0.2935185185185185,0.04722222222222222
44,-0.16574074074074074,-0.3472222222222222
45,0.030555555555555555,-0.3333333333333333
46,0.14074074074074075,0.3416666666666667
47,0.27685185185185185,0.32592592592592595
48,0.13518518518518519,0.06666666666666667
49,0.15648148148148147,-0.1537037037037037
50,-0.025,-0.17685185185185184
51,-0.1111111111111111,0.17962962962962964
52,-0.15925925925925927,-0.1962962962962963
53,0.15185185185185185,-0.17592592592592593
54,0.028703703703703703,0.29259259259259257
55,0.15648148148148147,0.08148148148148149
56,0.06018518518518518,-0.32314814814814813
57,-0.17314814814814813,-0.3351851851851852
58,-0.2861111111111111,-0.30462962962962964
59,0.026851851851851852,-0.19537037037037036
60,0.07685185185185185,0.05462962962962963
61,-0.05462962962962963,-0.3351851851851852
62,-0.05555555555555555,-0.3425925925925926
63,0.030555555555555555,-0.32222222222222224
64,0.16111111111111112,0.3287037037037037
65,0.023148148148148147,-0.1814814814814815
66,0.27685185185185185,-0.3277777777777778
67,0.29444444444444445,-0.08981481481481482
68,0.1638888888888889,0.3314814814814815
69,0.20462962962962963,0.33425925925925926
70,-0.05277777777777778,-0.33055555555555555
71,0.12314814814814815,0.3351851851851852
72,0.1537037037037037,-0.3472222222222222
73,0.2833333333333333,-0.044444444444444446
74,0.275,-0.32685185185185184
75,0.04537037037037037,-0.3351851851851852
76,-0.28055555555555556,-0.3333333333333333
77,-0.16296296296296298,-0.08796296296296297
78,-0.08888888888888889,-0.18333333333333332
79,-0.15833333333333333,0.15925925925925927
80,-0.049074074074074076,0.05555555555555555
81,0.010185185185185186,0.2916666666666667
82,-0.28055555555555556,0.3
83,0.27685185185185185,-0.31851851851851853
84,0.2759259259259259,-0.16296296296296298
85,0.04259259259259259,0.24351851851851852
86,-0.2833333333333333,-0.31574074074074077
87,-0.30648148148148147,-0.17592592592592593
88,0.026851851851851852,0.19166666666666668
89,0.2740740740740741,0.18425925925925926
90,-0.15648148148148147,-0.34629629629629627
91,0.3037037037037037,0.14351851851851852
92,0.2537037037037037,-0.10462962962962963
93,0.2611111111111111,0.1824074074074074
94,0.15555555555555556,0.18055555555555555
95,0.15833333333333333,-0.337037037037037
